Co-crystal,Dataset,year,name1,smiles1,name2,smiles2,Label
1,meps,2014,piracetam,NC(=O)CN1CCCC1=O,Tartaric acid,O=C(O)C(O)C(O)C(=O)O,1
0,meps,2014,piracetam,NC(=O)CN1CCCC1=O,Glucuronic acid,O=C(O)C1OC(O)C(O)C(O)C1O,0
0,meps,2014,piracetam,NC(=O)CN1CCCC1=O,Saccharin,O=C1NS(=O)(=O)c2ccccc21,0
1,meps,2014,piracetam,NC(=O)CN1CCCC1=O,Citric acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,1
0,meps,2014,piracetam,NC(=O)CN1CCCC1=O,Camphoric acid,CC1(C(=O)O)CCC(C(=O)O)C1(C)C,0
0,meps,2014,piracetam,NC(=O)CN1CCCC1=O,Maleic acid,O=C(O)/C=C\C(=O)O,0
0,meps,2014,piracetam,NC(=O)CN1CCCC1=O,4-Acetamidobenzoic acid,CC(=O)Nc1ccc(C(=O)O)cc1,0
0,meps,2014,piracetam,NC(=O)CN1CCCC1=O,2-amino-5-methylbenzoic acid,Cc1ccc(N)c(C(=O)O)c1,0
0,meps,2014,piracetam,NC(=O)CN1CCCC1=O,Methyl-p-hydroxybenzoate,COC(=O)c1ccc(O)cc1,0
0,meps,2014,piracetam,NC(=O)CN1CCCC1=O,Glutaric acid,O=C(O)CCCC(=O)O,0
0,meps,2014,piracetam,NC(=O)CN1CCCC1=O,Glycine,NCC(=O)O,0
0,meps,2014,piracetam,NC(=O)CN1CCCC1=O,"2,6-Dihydroxybenzoic acid",O=C(O)c1c(O)cccc1O,0
0,meps,2014,piracetam,NC(=O)CN1CCCC1=O,Mannitol,OCC(O)C(O)C(O)C(O)CO,0
0,meps,2014,piracetam,NC(=O)CN1CCCC1=O,Piperazine,C1CNCCN1,0
0,meps,2014,piracetam,NC(=O)CN1CCCC1=O,Hippuric acid,O=C(O)CNC(=O)c1ccccc1,0
0,meps,2014,piracetam,NC(=O)CN1CCCC1=O,Sulfaproxyline,CC(C)Oc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1,0
0,meps,2014,piracetam,NC(=O)CN1CCCC1=O,L-proline,O=C(O)C1CCCN1,0
0,meps,2014,piracetam,NC(=O)CN1CCCC1=O,Imidazole,c1c[nH]cn1,0
1,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,"3,5-dihydroxybenzoic acid",O=C(O)c1cc(O)cc(O)c1,1
1,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Gallic acid,O=C(O)c1cc(O)c(O)c(O)c1,1
1,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Gentisic acid,O=C(O)c1cc(O)ccc1O,1
1,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,4-hydroxybenzoic acid,O=C(O)c1ccc(O)cc1,1
1,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Oxalic acid,O=C(O)C(=O)O,1
1,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,3-Hydroxybenzoic acid,O=C(O)c1cccc(O)c1,1
1,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,1-Hydroxy-2-naphthoic acid,O=C(O)c1ccc2ccccc2c1O,1
1,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Fumaric acid,O=C(O)C=CC(=O)O,1
1,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Indole-2-carboxylic acid,O=C(O)c1cc2ccccc2[nH]1,1
1,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Salicylic acid,O=C(O)c1ccccc1O,1
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,a-Ketoglutaric acid,O=C(O)CCC(=O)C(=O)O,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Malonic acid,O=C(O)CC(=O)O,0
1,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,4-aminobenzoic acid,Nc1ccc(C(=O)O)cc1,1
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Adamantanecarboxylic acid,O=C(O)C12CC3CC(CC(C3)C1)C2,0
1,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Succinic acid,O=C(O)CCC(=O)O,1
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Indole-3-carboxylic acid,O=C(O)c1c[nH]c2ccccc12,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Undecylenic acid,C=CCCCCCCCCC(=O)O,0
1,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,2-aminobenzoic acid,Nc1ccccc1C(=O)O,1
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Pyruvic acid,CC(=O)C(=O)O,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Tartaric acid,O=C(O)C(O)C(O)C(=O)O,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Camphoric acid,CC1(C(=O)O)CCC(C(=O)O)C1(C)C,0
1,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,4-Aminosalicylic acid,Nc1ccc(C(=O)O)c(O)c1,1
1,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Adipic acid,O=C(O)CCCCC(=O)O,1
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Isonicotinic acid,O=C(O)c1ccncc1,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,L-tyrosine,NC(Cc1ccc(O)cc1)C(=O)O,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Phenylalanine,NC(Cc1ccccc1)C(=O)O,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Pyrazine-2-carboxylic acid,O=C(O)c1cnccn1,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Azelaic acid,O=C(O)CCCCCCCC(=O)O,0
1,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Vanillic acid,COc1cc(C(=O)O)ccc1O,1
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Hydrocinnamic acid,O=C(O)CCc1ccccc1,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Saccharin,O=C1NS(=O)(=O)c2ccccc21,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Nicotinic acid,O=C(O)c1cccnc1,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Glutaric acid,O=C(O)CCCC(=O)O,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Hippuric acid,O=CCNC(=O)c1ccccc1,0
1,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,3-aminobenzoic acid,Nc1cccc(C(=O)O)c1,1
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,"Pyrazine-2,3-carboxylic acid",O=C(O)c1nccnc1C(=O)O,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Benzoic acid,O=C(O)c1ccccc1,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Glycolic acid,O=C(O)CO,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,L-pyroglutammic acid,O=C1CCC(C(=O)O)N1,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Isonicotinamide,NC(=O)c1ccncc1,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Cinnamic acid,O=C(O)C=Cc1ccccc1,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Nicotinamide,NC(=O)c1cccnc1,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,L-histidine,NC(Cc1cnc[nH]1)C(=O)O,0
0,meps,2014,pyrazinecarboxamide,NC(=O)c1cnccn1,Benzamide,NC(=O)c1ccccc1,0
0,meps,2014,acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,4-aminobenzamide,NC(=O)c1ccc(N)cc1,0
0,meps,2014,acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,"3,5-dihydroxybenzoic acid",O=C(O)c1cc(O)cc(O)c1,0
0,meps,2014,acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,3-aminobenzamide,NC(=O)c1cccc(N)c1,0
0,meps,2014,acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,Caffeine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0
0,meps,2014,acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,"3,4-dihydroxybenzoic acid",O=C(O)c1ccc(O)c(O)c1,0
1,meps,2014,acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,2-aminobenzamide,NC(=O)c1ccccc1N,1
1,meps,2014,acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,2-pyridinecarboxamide,NC(=O)c1ccccn1,1
1,meps,2014,acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,2-hydroxybenzamide,NC(=O)c1ccccc1O,1
0,meps,2014,acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,4-aminobenzoic acid,Nc1ccc(C(=O)O)cc1,0
1,meps,2014,acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,"2,3-dihydroxybenzoic acid",O=C(O)c1cccc(O)c1O,1
1,meps,2014,acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,4-hydroxybenzoic acid,O=C(O)c1ccc(O)cc1,1
0,meps,2014,acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,3-hydroxybenzamide,NC(=O)c1cccc(O)c1,0
